pH,Do duc (NTU),Nhiet do (°C),Label,Khu vuc,Kenh
1.38,473.57,92.02,Pollution,Go Vap,An Thong
7.32,715.74,83.13,Pollution,Go Vap,An Thong
5.87,177.66,65.3,Signs of Water Pollution,Go Vap,An Thong
0.3,213.56,81.62,Pollution,Go Vap,An Thong
9.86,496.74,22.33,Pollution,Go Vap,An Thong
13.9,410.4,94.58,Pollution,Go Vap,An Thong
0.59,414.6,60.71,Pollution,Go Vap,An Thong
4.8,323.38,7.36,Pollution,Go Vap,An Thong
10.93,464.43,72.06,Pollution,Go Vap,An Thong
9.01,982.7,3.99,Pollution,Go Vap,An Thong
5.58,552.31,62.96,Pollution,Go Vap,An Thong
0.91,292.3,88.37,Pollution,Go Vap,An Thong
8.43,528.75,66.11,Pollution,Go Vap,An Thong
7.08,987.87,84.46,Pollution,Go Vap,An Thong
12.19,257.91,22.64,Pollution,Go Vap,An Thong
13.85,812.91,69.51,Pollution,Go Vap,An Thong
4.64,590.34,6.71,Pollution,Go Vap,An Thong
0.9,18.74,33.95,Signs of Water Pollution,Go Vap,An Thong
11.41,871.32,71.22,Pollution,Go Vap,An Thong
7.25,863.83,9.5,Signs of Water Pollution,Go Vap,An Thong
4.39,788.28,19.11,Pollution,Go Vap,An Thong
0.87,774.94,84.68,Pollution,Go Vap,An Thong
1.05,994.55,33.22,Pollution,Go Vap,An Thong
0.5,246.57,26,Signs of Water Pollution,Go Vap,An Thong
5.94,692.45,78.34,Pollution,Go Vap,An Thong
5.54,947.95,4.04,Signs of Water Pollution,Go Vap,An Thong
12.73,856.45,73.23,Pollution,Go Vap,An Thong
5.88,0.97,2.34,Safe,Go Vap,An Thong
7.84,412.19,78.26,Pollution,Go Vap,An Thong
0.99,615.63,7.13,Pollution,Go Vap,An Thong
13.96,122.14,50.15,Pollution,Go Vap,An Thong
0.36,602.42,24.21,Pollution,Go Vap,An Thong
9.25,908.6,42.97,Pollution,Go Vap,An Thong
10.45,900.46,75.2,Pollution,Go Vap,An Thong
12.59,360.01,70.87,Pollution,Go Vap,An Thong
4.99,371.86,12.77,Pollution,Go Vap,An Thong
8.32,822.08,82.56,Pollution,Go Vap,An Thong
5.21,686.77,41.63,Pollution,Go Vap,An Thong
7.73,282.63,10.17,Signs of Water Pollution,Go Vap,An Thong
4.65,413.92,43.77,Pollution,Go Vap,An Thong
0.21,337.66,38.05,Pollution,Go Vap,An Thong
10.04,952.12,21.11,Pollution,Go Vap,An Thong
1.27,86.6,26.55,Signs of Water Pollution,Go Vap,An Thong
12.44,449.32,19.92,Pollution,Go Vap,An Thong
7.42,185.45,93.85,Signs of Water Pollution,Go Vap,An Thong
1.5,180.69,18.83,Signs of Water Pollution,Go Vap,An Thong
2.67,190.33,26.54,Signs of Water Pollution,Go Vap,An Thong
12.6,66.41,93.13,Pollution,Go Vap,An Thong
4.67,292.59,60.86,Pollution,Go Vap,An Thong
13.24,725.68,14.39,Pollution,Go Vap,An Thong
10.89,732.74,63.51,Pollution,Go Vap,An Thong
0.41,801.4,58.05,Pollution,Go Vap,An Thong
10.11,973.98,60.31,Pollution,Go Vap,An Thong
11.77,991.2,26.68,Pollution,Go Vap,An Thong
10.95,82.03,95.13,Pollution,Go Vap,An Thong
8.95,719.95,96.17,Pollution,Go Vap,An Thong
8.87,134.9,60.89,Pollution,Go Vap,An Thong
3.06,641.95,45.43,Pollution,Go Vap,An Thong
11.89,571.69,29.57,Pollution,Go Vap,An Thong
9.59,428.35,95.03,Pollution,Go Vap,An Thong
4.91,552.51,42.06,Pollution,Go Vap,An Thong
6.28,132.84,7.83,Safe,Go Vap,An Thong
9.94,442.39,91.16,Pollution,Go Vap,An Thong
12.28,69.04,19.22,Signs of Water Pollution,Go Vap,An Thong
6.43,151.68,80.01,Signs of Water Pollution,Go Vap,An Thong
12.28,849.19,77.84,Pollution,Go Vap,An Thong
8.97,729.27,70.73,Pollution,Go Vap,An Thong
13.67,847.19,10.76,Pollution,Go Vap,An Thong
4.87,270.2,30.01,Pollution,Go Vap,An Thong
7.35,634.5,67.08,Pollution,Go Vap,An Thong
1.01,369.51,40.94,Pollution,Go Vap,An Thong
7.67,977.8,7.47,Signs of Water Pollution,Go Vap,An Thong
7.75,722.23,32.19,Signs of Water Pollution,Go Vap,An Thong
12.44,369.57,52.51,Pollution,Go Vap,An Thong
3.69,826.83,6.28,Pollution,Go Vap,An Thong
13.88,218.77,4.92,Signs of Water Pollution,Go Vap,An Thong
6.16,453.08,10.18,Signs of Water Pollution,Go Vap,An Thong
9.3,764.93,46.21,Pollution,Go Vap,An Thong
4.21,99.79,67.94,Pollution,Go Vap,An Thong
4.24,680.26,22.32,Pollution,Go Vap,An Thong
0.33,800.82,12.52,Pollution,Go Vap,An Thong
8.68,272.37,35.21,Pollution,Go Vap,An Thong
7.67,963.44,40.62,Signs of Water Pollution,Go Vap,An Thong
7.17,734.67,25.02,Signs of Water Pollution,Go Vap,An Thong
11.52,457,78.15,Pollution,Go Vap,An Thong
0.57,542.99,46.39,Pollution,Go Vap,An Thong
1.57,99.54,50.73,Pollution,Go Vap,An Thong
7.57,644.98,58.58,Pollution,Go Vap,An Thong
9.53,311.14,93.77,Pollution,Go Vap,An Thong
4.2,1.37,22.14,Signs of Water Pollution,Go Vap,An Thong
11.92,624.93,25.69,Pollution,Go Vap,An Thong
10.16,770.68,35.95,Pollution,Go Vap,An Thong
2.21,69.84,42.67,Signs of Water Pollution,Go Vap,An Thong
13.15,20.98,29.73,Signs of Water Pollution,Go Vap,An Thong
4.69,476.57,2.63,Pollution,Go Vap,An Thong
3.38,308.46,83.62,Pollution,Go Vap,An Thong
8.3,582.87,75.2,Pollution,Go Vap,An Thong
10.28,66.04,81.34,Pollution,Go Vap,An Thong
4.13,570.58,8.98,Pollution,Go Vap,An Thong
11.98,488.54,46.3,Pollution,Go Vap,An Thong
7.86,87.3,12.87,Safe,Go Vap,An Thong
4.91,849.31,72.49,Pollution,Go Vap,An Thong
7.43,872.43,72.28,Pollution,Go Vap,An Thong
6.05,929.12,63.82,Pollution,Go Vap,An Thong
11.47,902.56,6.17,Pollution,Go Vap,An Thong
12.65,303.82,9.03,Pollution,Go Vap,An Thong
3.14,408.13,86.98,Pollution,Go Vap,An Thong
0.39,439.77,19.56,Pollution,Go Vap,An Thong
13.1,521.65,42.31,Pollution,Go Vap,An Thong
7.54,414.85,50.27,Pollution,Go Vap,An Thong
4.83,776.7,88.14,Pollution,Go Vap,An Thong
9,57.07,75.6,Pollution,Go Vap,An Thong
7.87,22.08,50.59,Signs of Water Pollution,Go Vap,An Thong
11.15,84.58,13.4,Signs of Water Pollution,Go Vap,An Thong
13.11,168.13,42.06,Signs of Water Pollution,Go Vap,An Thong
2.04,559.69,76.18,Pollution,Go Vap,An Thong
1.52,961.15,10.19,Pollution,Go Vap,An Thong
12.24,633.1,86.55,Pollution,Go Vap,An Thong
13.75,867.09,3.54,Pollution,Go Vap,An Thong
0.1,644.44,9.66,Pollution,Go Vap,An Thong
5.21,876.88,23.71,Pollution,Go Vap,An Thong
6.37,651.3,45.53,Signs of Water Pollution,Go Vap,An Thong
9.18,334.6,25.37,Pollution,Go Vap,An Thong
11.24,802.48,10.54,Pollution,Go Vap,An Thong
11.11,165.73,29.22,Signs of Water Pollution,Go Vap,An Thong
0.2,481.55,98.06,Pollution,Go Vap,An Thong
13.73,84.15,11.77,Signs of Water Pollution,Go Vap,An Thong
9.61,587.7,53.43,Pollution,Go Vap,An Thong
3.28,522.03,19.33,Pollution,Go Vap,An Thong
5.08,695.26,48.15,Pollution,Go Vap,An Thong
9.95,924.47,51.8,Pollution,Go Vap,An Thong
0.5,869.7,17.34,Pollution,Go Vap,An Thong
4.26,477.52,23.43,Pollution,Go Vap,An Thong
8.39,453.27,87.37,Pollution,Go Vap,An Thong
9.51,206.27,6.57,Signs of Water Pollution,Go Vap,An Thong
9.69,677.26,5.91,Pollution,Go Vap,An Thong
5.25,824.41,89.52,Pollution,Go Vap,An Thong
9.73,74.9,63.8,Pollution,Go Vap,An Thong
3.33,107.24,38.97,Signs of Water Pollution,Go Vap,An Thong
9.44,252.27,90.63,Pollution,Go Vap,An Thong
7.51,248.17,45.29,Safe,Go Vap,An Thong
5.02,762.32,80.51,Pollution,Go Vap,An Thong
2.78,395.9,90.31,Pollution,Go Vap,An Thong
4.91,736.12,86.23,Pollution,Go Vap,An Thong
0.65,50.72,41.89,Signs of Water Pollution,Go Vap,An Thong
3.95,323.7,19.79,Pollution,Go Vap,An Thong
4,808.89,75.61,Pollution,Go Vap,An Thong
5.97,493.85,75.75,Pollution,Go Vap,An Thong
8.06,888.88,73.15,Pollution,Go Vap,An Thong
5.44,897.16,38.99,Pollution,Go Vap,An Thong
8.21,347.88,47.38,Signs of Water Pollution,Go Vap,An Thong
10.92,873.6,6.77,Pollution,Go Vap,An Thong
10.83,180.7,46.1,Signs of Water Pollution,Go Vap,An Thong
8.02,173.44,84.43,Signs of Water Pollution,Go Vap,An Thong
10.87,725.57,66.75,Pollution,Go Vap,An Thong
4.36,545.37,38.89,Pollution,Go Vap,An Thong
3.49,85.79,95.97,Pollution,Go Vap,An Thong
10.8,545.6,10.02,Pollution,Go Vap,An Thong
7.05,668.4,25.62,Signs of Water Pollution,Go Vap,An Thong
3.2,329,90.35,Pollution,Go Vap,An Thong
4.96,120.26,70.53,Pollution,Go Vap,An Thong
8.91,943.04,97.46,Pollution,Go Vap,An Thong
6.14,468.81,45.54,Signs of Water Pollution,Go Vap,An Thong
6.17,734.75,77.13,Pollution,Go Vap,An Thong
5.56,896.15,33.58,Signs of Water Pollution,Go Vap,An Thong
9.15,647.32,88.99,Pollution,Go Vap,An Thong
13.29,203.35,66.19,Pollution,Go Vap,An Thong
2.28,997.94,41.36,Pollution,Go Vap,An Thong
12.19,452.19,4.64,Pollution,Go Vap,An Thong
6.4,211.19,33.59,Safe,Go Vap,An Thong
7.81,520.86,68.3,Pollution,Go Vap,An Thong
12.85,489.63,7.91,Pollution,Go Vap,An Thong
0.84,776.99,75.83,Pollution,Go Vap,An Thong
1.53,853.55,78.39,Pollution,Go Vap,An Thong
1.4,253.81,34.35,Pollution,Go Vap,An Thong
8.77,690.4,8.16,Pollution,Go Vap,An Thong
0.9,184.56,1.01,Signs of Water Pollution,Go Vap,An Thong
5.89,14.75,68.23,Signs of Water Pollution,Go Vap,An Thong
13.99,808.57,18.01,Pollution,Go Vap,An Thong
7.79,344.07,13.97,Signs of Water Pollution,Go Vap,An Thong
6.94,376.73,70.76,Pollution,Go Vap,An Thong
5.71,603.25,84.42,Pollution,Go Vap,An Thong
3.27,905.77,83.67,Pollution,Go Vap,An Thong
3.47,390.34,11.05,Pollution,Go Vap,An Thong
10.25,630.9,58.16,Pollution,Go Vap,An Thong
13.65,981.52,32.82,Pollution,Go Vap,An Thong
5.09,813.39,43.14,Pollution,Go Vap,An Thong
12.47,698.43,83.47,Pollution,Go Vap,An Thong
7.01,150.98,64.08,Signs of Water Pollution,Go Vap,An Thong
13.22,582.2,91.39,Pollution,Go Vap,An Thong
7.17,980.26,51.33,Pollution,Go Vap,An Thong
13.53,732.65,14.11,Pollution,Go Vap,An Thong
3.26,146.3,10.85,Signs of Water Pollution,Go Vap,An Thong
10.28,718,56.01,Pollution,Go Vap,An Thong
3.75,930.51,94.21,Pollution,Go Vap,An Thong
11.45,925.15,58.08,Pollution,Go Vap,An Thong
9.67,849.89,62.25,Pollution,Go Vap,An Thong
13.1,493.51,52.4,Pollution,Go Vap,An Thong
9.55,530.65,30.45,Pollution,Go Vap,An Thong
1.76,538.74,85.4,Pollution,Go Vap,An Thong
4.5,197.64,66.8,Pollution,Go Vap,An Thong
5.58,318.13,10.95,Signs of Water Pollution,Go Vap,An Thong
3.85,959.46,49.01,Pollution,Go Vap,An Thong
4.56,875.43,53.08,Pollution,Go Vap,An Thong
1.3,265.81,45.32,Pollution,Go Vap,An Thong
12.09,868.34,4.51,Pollution,Go Vap,An Thong
12.83,807.01,44.19,Pollution,Go Vap,An Thong
4.4,243.32,82.23,Pollution,Go Vap,An Thong
7.1,348.85,41.86,Signs of Water Pollution,Go Vap,An Thong
4.2,55.87,73.65,Pollution,Go Vap,An Thong
5.56,214.53,4.09,Safe,Go Vap,An Thong
1.5,334.49,86.09,Pollution,Go Vap,An Thong
8.78,4.11,29.07,Signs of Water Pollution,Go Vap,An Thong
12.71,199.43,36.9,Signs of Water Pollution,Go Vap,An Thong
13.27,633.73,43.11,Pollution,Go Vap,An Thong
4.27,46.6,16.38,Signs of Water Pollution,Go Vap,An Thong
0.68,370.15,62.93,Pollution,Go Vap,An Thong
5.26,404.98,95.06,Pollution,Go Vap,An Thong
4.92,428.23,91.48,Pollution,Go Vap,An Thong
13.48,522.61,3.72,Pollution,Go Vap,An Thong
8.22,350.55,45.56,Signs of Water Pollution,Go Vap,An Thong
1.06,771.24,52.98,Pollution,Go Vap,An Thong
5.73,969.98,6.26,Signs of Water Pollution,Go Vap,An Thong
2.92,76.98,33.2,Signs of Water Pollution,Go Vap,An Thong
3.63,69.58,20.09,Signs of Water Pollution,Go Vap,An Thong
5.89,479.63,40.17,Signs of Water Pollution,Go Vap,An Thong
4.07,89.42,18.96,Signs of Water Pollution,Go Vap,An Thong
13.48,166.53,26.62,Signs of Water Pollution,Go Vap,An Thong
9.78,25.14,55.28,Pollution,Go Vap,An Thong
2.33,744.98,1.72,Pollution,Go Vap,An Thong
4.92,494.32,9.67,Pollution,Go Vap,An Thong
0.78,263.36,87.88,Pollution,Go Vap,An Thong
13.92,440.88,24.48,Pollution,Go Vap,An Thong
9.15,229.74,36.62,Signs of Water Pollution,Go Vap,An Thong
13.9,844.12,77.32,Pollution,Go Vap,An Thong
6.64,394.35,61.6,Pollution,Go Vap,An Thong
4.91,776.32,21.76,Pollution,Go Vap,An Thong
8.11,437.97,31.03,Signs of Water Pollution,Go Vap,An Thong
9.47,207.68,74.23,Pollution,Go Vap,An Thong
3.16,119.97,76.54,Pollution,Go Vap,An Thong
1.24,254.87,58.76,Pollution,Go Vap,An Thong
4.97,88.13,99.75,Pollution,Go Vap,An Thong
8.83,394.85,71.22,Pollution,Go Vap,An Thong
10.53,588.23,8.73,Pollution,Go Vap,An Thong
2.45,982.57,15.81,Pollution,Go Vap,An Thong
12.25,115.19,78.46,Pollution,Go Vap,An Thong
2.65,303.89,10.11,Pollution,Go Vap,An Thong
6.43,45.32,8.14,Safe,Go Vap,An Thong
4.12,970.29,51.01,Pollution,Go Vap,An Thong
13.83,914.1,77.68,Pollution,Go Vap,An Thong
4.42,798.99,10.89,Pollution,Go Vap,An Thong
10.74,551.76,37.36,Pollution,Go Vap,An Thong
4.59,382.73,33.43,Pollution,Go Vap,An Thong
11.73,195.16,23.53,Signs of Water Pollution,Go Vap,An Thong
8.77,247.67,44.73,Signs of Water Pollution,Go Vap,An Thong
6.68,877.36,97.84,Pollution,Go Vap,An Thong
3.91,158.78,94.28,Pollution,Go Vap,An Thong
1.88,761.64,54.61,Pollution,Go Vap,An Thong
5.77,375.23,81.76,Pollution,Go Vap,An Thong
6.39,339.25,24.32,Signs of Water Pollution,Go Vap,An Thong
5.16,978.94,33.93,Pollution,Go Vap,An Thong
11.96,583.05,43.31,Pollution,Go Vap,An Thong
5.61,229.44,53.84,Signs of Water Pollution,Go Vap,An Thong
11.1,90.67,40.02,Signs of Water Pollution,Go Vap,An Thong
8.2,272.92,19.12,Signs of Water Pollution,Go Vap,An Thong
10.26,616.14,55.13,Pollution,Go Vap,An Thong
14,40.18,22.57,Signs of Water Pollution,Go Vap,An Thong
0.39,784.85,89.65,Pollution,Go Vap,An Thong
4.93,462.05,33.31,Pollution,Go Vap,An Thong
13.15,618.12,7.18,Pollution,Go Vap,An Thong
10.6,457.49,43.7,Pollution,Go Vap,An Thong
11.68,450.86,71.52,Pollution,Go Vap,An Thong
2.09,700.87,93.65,Pollution,Go Vap,An Thong
8.2,132.55,73.66,Signs of Water Pollution,Go Vap,An Thong
2.07,830.28,19.69,Pollution,Go Vap,An Thong
12.76,20.32,58.7,Pollution,Go Vap,An Thong
13.03,650.3,66.86,Pollution,Go Vap,An Thong
11.85,451.39,66.61,Pollution,Go Vap,An Thong
8.71,202.22,26.34,Signs of Water Pollution,Go Vap,An Thong
7.77,335.27,90.03,Pollution,Go Vap,An Thong
0.61,976.53,43.48,Pollution,Go Vap,An Thong
5.89,445.45,92.55,Pollution,Go Vap,An Thong
3.25,411.07,89.08,Pollution,Go Vap,An Thong
4.94,956.77,14.15,Pollution,Go Vap,An Thong
0.08,837.16,22.85,Pollution,Go Vap,An Thong
1.79,520.96,32.02,Pollution,Go Vap,An Thong
2.46,591.37,91.58,Pollution,Go Vap,An Thong
12.97,255.13,27.93,Pollution,Go Vap,An Thong
3.04,115.56,77.47,Pollution,Go Vap,An Thong
7.72,657.72,46.15,Signs of Water Pollution,Go Vap,An Thong
8.5,761.36,62.69,Pollution,Go Vap,An Thong
2.14,990.04,82.24,Pollution,Go Vap,An Thong
4.17,939.48,89.93,Pollution,Go Vap,An Thong
7.54,718.63,64.74,Pollution,Go Vap,An Thong
2.65,294.11,69.78,Pollution,Go Vap,An Thong
7.43,519.27,33.58,Signs of Water Pollution,Go Vap,An Thong
8.82,569.55,43.83,Pollution,Go Vap,An Thong
10.39,178.94,6.93,Signs of Water Pollution,Go Vap,An Thong
12.4,396.87,25.68,Pollution,Go Vap,An Thong
13.03,363.43,81.38,Pollution,Go Vap,An Thong
9.95,372.67,79.24,Pollution,Go Vap,An Thong
6.61,837.32,77.63,Pollution,Go Vap,An Thong
11.02,440.76,34.31,Pollution,Go Vap,An Thong
4.81,687.31,25.21,Pollution,Go Vap,An Thong
7.06,333.3,2.26,Signs of Water Pollution,Go Vap,An Thong
3.63,301.35,79.65,Pollution,Go Vap,An Thong
6.45,921.91,90.39,Pollution,Go Vap,An Thong
8.42,249.89,11.88,Safe,Go Vap,An Thong
2.71,111.05,82.94,Pollution,Go Vap,An Thong
7.27,438.75,86.89,Pollution,Go Vap,An Thong
3.55,760,5.3,Pollution,Go Vap,An Thong
7.2,202.14,28.47,Safe,Go Vap,An Thong
13.58,119.06,70.87,Pollution,Go Vap,An Thong
8.04,429.56,95.47,Pollution,Go Vap,An Thong
5.87,122.83,42.75,Safe,Go Vap,An Thong
6.73,966.13,12.86,Signs of Water Pollution,Go Vap,An Thong
13.77,593.66,49.61,Pollution,Go Vap,An Thong
13.8,92.93,31.47,Signs of Water Pollution,Go Vap,An Thong
10.32,306.47,7.53,Pollution,Go Vap,An Thong
5.37,91.45,15.46,Signs of Water Pollution,Go Vap,An Thong
7.97,6.24,63.64,Signs of Water Pollution,Go Vap,An Thong
13.37,779.16,11.69,Pollution,Go Vap,An Thong
4.49,909.67,39.95,Pollution,Go Vap,An Thong
8.01,402.6,6.22,Signs of Water Pollution,Go Vap,An Thong
7.34,364.2,41,Signs of Water Pollution,Go Vap,An Thong
1.95,230.15,35.73,Signs of Water Pollution,Go Vap,An Thong
10.88,755.52,72.37,Pollution,Go Vap,An Thong
9.84,104.06,99.98,Pollution,Go Vap,An Thong
7.05,62.9,64.25,Signs of Water Pollution,Go Vap,An Thong
2.29,496.5,73.8,Pollution,Go Vap,An Thong
8.16,37.6,7.75,Safe,Go Vap,An Thong
5.28,116.66,29.88,Signs of Water Pollution,Go Vap,An Thong
2.32,735.5,54.92,Pollution,Go Vap,An Thong
12.95,51.18,90.21,Pollution,Go Vap,An Thong
3.45,285.4,1.62,Pollution,Go Vap,An Thong
3.27,410.3,57.99,Pollution,Go Vap,An Thong
13.47,591.36,4.51,Pollution,Go Vap,An Thong
4.1,300,90.25,Pollution,Go Vap,An Thong
3.73,530.8,5.14,Pollution,Go Vap,An Thong
0.79,330.94,67.04,Pollution,Go Vap,An Thong
12.69,288.27,18.88,Pollution,Go Vap,An Thong
9.57,54.63,17.98,Signs of Water Pollution,Go Vap,An Thong
3.02,367.87,40.14,Pollution,Go Vap,An Thong
2.94,450.45,58.37,Pollution,Go Vap,An Thong
0.5,859.82,30.45,Pollution,Go Vap,An Thong
6.96,834.75,3.61,Signs of Water Pollution,Go Vap,An Thong
9.41,492.97,47.96,Pollution,Go Vap,An Thong
9.2,819.34,78.25,Pollution,Go Vap,An Thong
8.45,711.39,43,Signs of Water Pollution,Go Vap,An Thong
5.56,452.34,51.76,Pollution,Go Vap,An Thong
13.11,945.55,78.55,Pollution,Go Vap,An Thong
11.18,174.39,59.51,Pollution,Go Vap,An Thong
7.55,99.35,58.66,Signs of Water Pollution,Go Vap,An Thong
1.82,120.71,24.8,Signs of Water Pollution,Go Vap,An Thong
10.57,287.19,75.21,Pollution,Go Vap,An Thong
7.95,822.37,53.09,Pollution,Go Vap,An Thong
6.24,81.57,94.02,Signs of Water Pollution,Go Vap,An Thong
0.46,644.61,35.33,Pollution,Go Vap,An Thong
7.67,991.21,0.36,Signs of Water Pollution,Go Vap,An Thong
6.56,979.36,82.57,Pollution,Go Vap,An Thong
11.67,737.85,83.2,Pollution,Go Vap,An Thong
3.3,91.04,49.88,Signs of Water Pollution,Go Vap,An Thong
6.87,379.19,49.95,Signs of Water Pollution,Go Vap,An Thong
12.28,730.35,10.52,Pollution,Go Vap,An Thong
1.05,615.25,68.58,Pollution,Go Vap,An Thong
2.92,676.79,44.65,Pollution,Go Vap,An Thong
4.52,23.99,33.37,Signs of Water Pollution,Go Vap,An Thong
5.76,280.08,54.67,Pollution,Go Vap,An Thong
1.29,53.93,74.02,Pollution,Go Vap,An Thong
1.32,744.87,25.59,Pollution,Go Vap,An Thong
13.19,852.92,25.91,Pollution,Go Vap,An Thong
3.81,768.39,51.65,Pollution,Go Vap,An Thong
4.83,341.38,15.87,Pollution,Go Vap,An Thong
12.84,552.77,31.34,Pollution,Go Vap,An Thong
2.67,120.77,97.76,Pollution,Go Vap,An Thong
1.99,689.99,27.75,Pollution,Go Vap,An Thong
4.29,619.57,46.05,Pollution,Go Vap,An Thong
7.86,412.17,16.92,Signs of Water Pollution,Go Vap,An Thong
7.83,289.16,61.11,Pollution,Go Vap,An Thong
6.33,805.39,5.03,Signs of Water Pollution,Go Vap,An Thong
1.66,281.68,99.07,Pollution,Go Vap,An Thong
10.42,299.75,15.39,Pollution,Go Vap,An Thong
11.29,25.54,16.57,Signs of Water Pollution,Go Vap,An Thong
9.81,269.21,25.02,Pollution,Go Vap,An Thong
2.57,316.82,64.77,Pollution,Go Vap,An Thong
9.87,862.18,76.23,Pollution,Go Vap,An Thong
11.35,761.66,42.52,Pollution,Go Vap,An Thong
10.93,468.1,41.92,Pollution,Go Vap,An Thong
11.26,535.05,83.66,Pollution,Go Vap,An Thong
4.92,379.15,74.31,Pollution,Go Vap,An Thong
8.15,653.14,24.19,Signs of Water Pollution,Go Vap,An Thong
8.48,601.04,98.04,Pollution,Go Vap,An Thong
6.53,532.93,78.86,Pollution,Go Vap,An Thong
8.6,476.49,13.9,Pollution,Go Vap,An Thong
12.66,576.2,38.53,Pollution,Go Vap,An Thong
4.21,127.7,94.85,Pollution,Go Vap,An Thong
8.25,444.17,47.42,Signs of Water Pollution,Go Vap,An Thong
8.14,620.52,47.68,Signs of Water Pollution,Go Vap,An Thong
10.64,127.71,99.59,Pollution,Go Vap,An Thong
2.88,695.1,30.48,Pollution,Go Vap,An Thong
13.66,108.11,11.36,Signs of Water Pollution,Go Vap,An Thong
1.4,958.3,94.23,Pollution,Go Vap,An Thong
3.03,684.01,70.75,Pollution,Go Vap,An Thong
11.65,356.81,2.3,Pollution,Go Vap,An Thong
7.28,854.98,2.06,Signs of Water Pollution,Go Vap,An Thong
6.37,916.55,1.12,Signs of Water Pollution,Go Vap,An Thong
7.2,655.48,98.5,Pollution,Go Vap,An Thong
1.85,534.62,30.04,Pollution,Go Vap,An Thong
12.19,842.97,14.62,Pollution,Go Vap,An Thong
5.81,442.21,29.69,Signs of Water Pollution,Go Vap,An Thong
1.83,243.74,63.65,Pollution,Go Vap,An Thong
0.22,456.65,9.94,Pollution,Go Vap,An Thong
7.72,840.41,81.92,Pollution,Go Vap,An Thong
6.58,559.15,75.93,Pollution,Go Vap,An Thong
7.13,769.69,19.61,Signs of Water Pollution,Go Vap,An Thong
3.45,242.55,72.95,Pollution,Go Vap,An Thong
11.6,205.52,46.12,Signs of Water Pollution,Go Vap,An Thong
8.6,771.72,76.47,Pollution,Go Vap,An Thong
4.86,797.76,63,Pollution,Go Vap,An Thong
3.76,976.18,24.2,Pollution,Go Vap,An Thong
3.28,869.39,93.18,Pollution,Go Vap,An Thong
1.19,991.77,36.63,Pollution,Go Vap,An Thong
10.77,115.32,25.93,Signs of Water Pollution,Go Vap,An Thong
8.5,519.24,56.75,Pollution,Go Vap,An Thong
9.58,491.11,95.92,Pollution,Go Vap,An Thong
11.9,624.21,95.9,Pollution,Go Vap,An Thong
5.46,303.59,86.76,Pollution,Go Vap,An Thong
2.75,670.54,86.26,Pollution,Go Vap,An Thong
7.51,337.83,59.84,Pollution,Go Vap,An Thong
10.49,430.45,62.01,Pollution,Go Vap,An Thong
3.4,88.73,54,Pollution,Go Vap,An Thong
9.81,437.14,1.04,Pollution,Go Vap,An Thong
13.77,44.31,48.13,Signs of Water Pollution,Go Vap,An Thong
3.46,915.19,1.46,Pollution,Go Vap,An Thong
6.51,264.22,40.31,Signs of Water Pollution,Go Vap,An Thong
3.27,450.92,98.62,Pollution,Go Vap,An Thong
13.91,118.35,66.41,Pollution,Go Vap,An Thong
3.39,8.01,85.52,Pollution,Go Vap,An Thong
7.94,55.9,17.04,Safe,Go Vap,An Thong
12.96,798.39,22.51,Pollution,Go Vap,An Thong
4.6,967.58,70.01,Pollution,Go Vap,An Thong
13.87,940.81,27.78,Pollution,Go Vap,An Thong
10.31,518.69,24,Pollution,Go Vap,An Thong
5.17,54.39,54.73,Pollution,Go Vap,An Thong
8.97,562.82,5.92,Pollution,Go Vap,An Thong
4.1,361.54,24.54,Pollution,Go Vap,An Thong
2.24,680.47,17.56,Pollution,Go Vap,An Thong
12.05,465.01,55.18,Pollution,Go Vap,An Thong
4.21,62.3,38.41,Signs of Water Pollution,Go Vap,An Thong
9.86,554.82,47.49,Pollution,Go Vap,An Thong
13.54,103.52,3.05,Signs of Water Pollution,Go Vap,An Thong
0.27,201.27,97.16,Pollution,Go Vap,An Thong
1.92,664.61,54.3,Pollution,Go Vap,An Thong
1.04,145.16,41.25,Signs of Water Pollution,Go Vap,An Thong
12.54,261.52,83.77,Pollution,Go Vap,An Thong
13.98,870.89,73.32,Pollution,Go Vap,An Thong
12.18,554.25,49.57,Pollution,Go Vap,An Thong
5.97,151.39,79.59,Signs of Water Pollution,Go Vap,An Thong
4.71,391.97,88.77,Pollution,Go Vap,An Thong
0.86,637.8,20.83,Pollution,Go Vap,An Thong
13.05,925.63,72.22,Pollution,Go Vap,An Thong
7,627.69,13.66,Signs of Water Pollution,Go Vap,An Thong
3.12,646.96,62.95,Pollution,Go Vap,An Thong
7.41,690.29,66.31,Pollution,Go Vap,An Thong
8.09,257.14,1.76,Signs of Water Pollution,Go Vap,An Thong
13.24,62.36,33.19,Signs of Water Pollution,Go Vap,An Thong
5.29,910.22,33.59,Pollution,Go Vap,An Thong
1.61,179.33,14.59,Signs of Water Pollution,Go Vap,An Thong
10.47,575.16,95.74,Pollution,Go Vap,An Thong
10.28,621.29,37.53,Pollution,Go Vap,An Thong
8.79,218.27,50.39,Pollution,Go Vap,An Thong
13.07,757.38,39.87,Pollution,Go Vap,An Thong
13.75,632.59,82.44,Pollution,Go Vap,An Thong
8.04,187.56,35.94,Safe,Go Vap,An Thong
10.23,445.08,74.09,Pollution,Go Vap,An Thong
11.44,526.58,66.24,Pollution,Go Vap,An Thong
