pH,Do duc (NTU),Nhiet do (°C),Label
3.53,377.02,58.6,Pollution
6.23,530.58,25.52,Signs of Water Pollution
13.58,66.58,48.84,Signs of Water Pollution
5,402.85,18.43,Pollution
11.82,337.58,55.16,Pollution
7.77,609.35,98.95,Pollution
6.78,991.13,92.82,Pollution
7.09,866.86,26.63,Signs of Water Pollution
10.3,575.25,63.34,Pollution
6.25,809.93,85.92,Pollution
1.13,382.55,10.44,Pollution
0.4,92.3,48.93,Signs of Water Pollution
7.29,838.65,85.79,Pollution
2.94,49.21,87.11,Pollution
8.96,322.37,75.12,Pollution
5.92,958.93,53.88,Pollution
12.13,672.08,73.33,Pollution
7.82,147.59,58.32,Signs of Water Pollution
4.66,598.49,58.93,Pollution
2.76,403.5,66.36,Pollution
11.5,947.36,90.7,Pollution
0.36,514.1,6.35,Pollution
7.44,741.35,24.59,Signs of Water Pollution
9.93,464.87,26.54,Pollution
1.48,25.97,54.28,Pollution
5.61,358.61,99.44,Pollution
8.77,429.47,63.81,Pollution
2.67,89.22,11.03,Signs of Water Pollution
9.96,716.32,60.91,Pollution
12.74,190.78,81.03,Pollution
10.11,371.46,4.92,Pollution
6.3,220.48,37.43,Safe
0.99,357.49,35.87,Pollution
4.03,984.83,47.86,Pollution
10.39,235.89,78.13,Pollution
12.76,409.01,27.6,Pollution
0.84,823.95,23.6,Pollution
8,848.08,25.04,Signs of Water Pollution
5.91,522.12,46.58,Signs of Water Pollution
4.93,68.68,41.97,Signs of Water Pollution
13.46,559.84,26.73,Pollution
10.65,463.7,83.95,Pollution
1.18,868.89,95.47,Pollution
10.63,104.65,9.53,Signs of Water Pollution
12.28,604.34,42.18,Pollution
6.02,147.23,81.86,Signs of Water Pollution
9.48,344.85,82.76,Pollution
7.03,574.99,69.64,Pollution
8.2,18.47,34.96,Safe
5.01,421.72,1.76,Pollution
10.92,685.72,25.46,Pollution
1.1,132.17,15.17,Signs of Water Pollution
8.75,250.16,32.39,Pollution
13.74,651.4,27.17,Pollution
6.43,840.36,71.9,Pollution
4.74,828.54,85.31,Pollution
2.31,733.41,36.68,Pollution
11.93,873.59,70.78,Pollution
9.18,763.25,41.16,Pollution
7.66,534.99,35.54,Signs of Water Pollution
9.73,521.87,53.15,Pollution
0.76,984.24,95.59,Pollution
9.14,444.84,61.53,Pollution
2.18,914.08,14,Pollution
6.82,188.96,80.42,Signs of Water Pollution
1.15,777.06,90.12,Pollution
7.37,106.06,20.18,Safe
5.69,301.77,55.27,Pollution
7.53,462.01,30.1,Signs of Water Pollution
9.13,131.39,27.27,Signs of Water Pollution
4.99,356.39,85.03,Pollution
4.19,2.33,95.35,Pollution
4.7,83.82,67.19,Pollution
3.12,996.74,15.05,Pollution
7.03,303.18,67.1,Pollution
5.29,431.46,30.65,Pollution
1.86,903.26,86.19,Pollution
8.08,264.18,47.84,Signs of Water Pollution
4.35,868.39,91.14,Pollution
8.17,774.25,87.18,Pollution
10.53,281.27,7.71,Pollution
13.64,563.51,72.57,Pollution
11.88,46.56,39.07,Signs of Water Pollution
8.2,453.28,94.42,Pollution
5.43,496.49,6.96,Pollution
5.14,555.35,68.42,Pollution
2.81,23.52,26.52,Signs of Water Pollution
8.73,806.94,91.01,Pollution
5.49,738.59,84.09,Pollution
3.59,310.24,28.15,Pollution
10.97,289.01,79.79,Pollution
13.24,491.84,1.15,Pollution
3.29,983.01,45.75,Pollution
11.52,658.5,90.89,Pollution
7.53,791.99,10.68,Signs of Water Pollution
11.45,182.54,49.73,Signs of Water Pollution
5.11,734.31,67.73,Pollution
5.3,956.02,34.29,Pollution
2.45,762.69,38.75,Pollution
2.52,3.97,45.27,Signs of Water Pollution
11.24,111.63,38.77,Signs of Water Pollution
1.78,299.42,36.56,Pollution
13.66,521.43,13.99,Pollution
9.78,263,93.55,Pollution
4.86,107.34,55.86,Pollution
8.59,331.47,40.47,Pollution
0.12,399.49,90.87,Pollution
12.28,525.28,92.69,Pollution
7.54,655.38,9.48,Signs of Water Pollution
10.43,126.15,93.83,Pollution
12.49,678.62,86.29,Pollution
11.59,550.01,56.08,Pollution
10.8,104.41,70.66,Pollution
8.53,161.76,94.47,Pollution
4.12,758.92,60.86,Pollution
8.37,338.28,53.41,Pollution
2.73,826.82,88.27,Pollution
3.17,757.09,31.91,Pollution
9.26,627.13,50.29,Pollution
0.83,511.97,89.78,Pollution
12.57,350.42,74.54,Pollution
0.46,609.75,69.37,Pollution
10.4,658.11,60.76,Pollution
12.49,768.38,63.17,Pollution
5.87,728.69,94.45,Pollution
8.11,158.24,51,Signs of Water Pollution
0.73,507.87,12.71,Pollution
8.13,814.61,95.24,Pollution
9.82,236.18,97.57,Pollution
6.56,869.06,84.72,Pollution
10.94,424.12,19.42,Pollution
2.12,330.05,28.65,Pollution
6.14,769.79,17.97,Signs of Water Pollution
9.48,736.49,66.14,Pollution
11.72,78.7,61.92,Pollution
1.57,657.94,87.07,Pollution
11.56,328.91,50.02,Pollution
4.9,386.06,77.67,Pollution
13.31,193.11,35.69,Signs of Water Pollution
8.56,506.22,49.95,Pollution
8.9,300.52,20.45,Pollution
9.03,404.52,91.21,Pollution
7.87,753.55,98.6,Pollution
4.55,279.62,58.55,Pollution
3.47,108.07,64.55,Pollution
9.15,231.51,85.43,Pollution
8.76,645.41,26.13,Pollution
1.14,31.28,73.78,Pollution
10.5,997.11,24.54,Pollution
11.17,842.36,63.16,Pollution
3.5,647.01,10.79,Pollution
4.27,285.58,48.07,Pollution
7.24,304.93,82.05,Pollution
3.91,281.64,57.58,Pollution
5.09,863.31,36.52,Pollution
12.75,361.57,66.14,Pollution
8.06,939.5,95.33,Pollution
9.07,272.98,10.08,Pollution
3.87,303,44.2,Pollution
5.97,543.27,64.81,Pollution
0.59,241.44,52,Pollution
3.54,648.21,98.31,Pollution
13.77,317.96,15.85,Pollution
0.73,611.52,20.11,Pollution
2.35,527.12,24.81,Pollution
12.81,943.99,83.33,Pollution
2.33,392.24,21.95,Pollution
2.03,361.08,54.86,Pollution
2.44,401.69,40.27,Pollution
4.19,541.7,32.62,Pollution
7.02,60.65,71.32,Signs of Water Pollution
10.75,895.66,5.25,Pollution
10.67,439.14,29.5,Pollution
7.34,584.6,8.69,Signs of Water Pollution
6.7,225.4,5.04,Safe
5.71,199.88,28.65,Safe
7.39,81.93,20.4,Safe
6.03,89.22,45.39,Safe
7.26,193.43,46.6,Safe
6.34,28.58,44.78,Safe
7.15,88.32,28.61,Safe
7.14,76.27,39.21,Safe
7.44,127.75,44.17,Safe
7.51,8.78,33.46,Safe
7.92,183.95,39.64,Safe
6.26,211.19,29.37,Safe
7.04,23.32,12.38,Safe
6.93,97.97,9.62,Safe
5.61,113.89,2.89,Safe
7.76,83.96,17.41,Safe
8.24,67.12,4.68,Safe
6.06,24.12,44.63,Safe
6.65,101.46,38.72,Safe
6.01,143.09,41.67,Safe
7.28,224.48,43.35,Safe
6.17,202.12,13.47,Safe
7.23,191.6,28.12,Safe
8.33,212.31,14.05,Safe
8.33,239.02,20.93,Safe
6.99,18.78,46.48,Safe
7.8,140.28,15.63,Safe
7.46,33.74,36.59,Safe
5.91,248.15,47.59,Safe
8.34,159.91,0.03,Safe
6.97,244.05,5.64,Safe
8.12,220.69,25.87,Safe
7.47,24.31,28.79,Safe
6.73,39.9,46.23,Safe
5.84,43.61,47.05,Safe
5.5,206.05,31.84,Signs of Water Pollution
7.1,122.82,33.22,Safe
7.27,234.71,9.86,Safe
5.72,117.92,25.44,Safe
5.5,158.47,27.05,Signs of Water Pollution
6.87,109.48,25.15,Safe
6.85,157.1,14.89,Safe
6.34,169.53,41.72,Safe
5.75,9.23,41.24,Safe
8.02,11.81,36.45,Safe
5.58,86.45,43.78,Safe
5.52,12.27,43.04,Safe
7.57,197.63,29.32,Safe
6.88,161.98,21.58,Safe
6.63,174.75,28.78,Safe
7.01,66.36,6.83,Safe
8.14,81.55,7.3,Safe
6.26,14.55,39.13,Safe
6.58,53.69,1.68,Safe
6.33,112.83,7.5,Safe
5.9,92.32,47.01,Safe
7.66,190.86,26.76,Safe
7,127.59,10.88,Safe
8.49,186.41,44.99,Safe
6.74,134.18,22.74,Safe
5.94,71.47,38.47,Safe
7.61,204.44,14.86,Safe
5.88,213.83,19.83,Safe
7.52,6.78,10.8,Safe
6.87,246.69,48.08,Safe
6.41,103.5,21.87,Safe
5.5,20.06,10.57,Signs of Water Pollution
5.66,142.59,15.88,Safe
5.9,76.9,15.09,Safe
6.18,132.37,43.63,Safe
6.31,141,19.73,Safe
7.42,199.57,28.17,Safe
7.21,215.45,11.12,Safe
6.02,111.8,40.24,Safe
8.28,107.32,28.64,Safe
6.69,148.84,33.33,Safe
7.5,232.25,45.61,Safe
6.84,220.38,25.39,Safe
6.75,69.66,27.33,Safe
5.63,212.34,11.1,Safe
6.85,87.09,35.34,Safe
5.52,152.69,5.4,Safe
7.69,147.35,25.87,Safe
7.37,115.96,29.15,Safe
7.77,78.81,41.63,Safe
6.7,3.34,16.04,Safe
5.8,151.21,30.96,Safe
7.92,114.34,25.43,Safe
6.81,48.54,33.16,Safe
6.55,183.28,46.05,Safe
5.66,146.08,13.33,Safe
5.83,227.99,37.9,Safe
6.82,173.73,3.66,Safe
5.51,46.05,25.84,Safe
7.16,41.63,31.61,Safe
7.36,6.02,13.35,Safe
8.22,209.69,0.76,Safe
6.08,120.73,22.11,Safe
7.91,184.11,12.3,Safe
7.86,67.62,11.64,Safe
8.33,196.45,20.02,Safe
5.5,217.34,23.62,Signs of Water Pollution
7.43,180.32,25.95,Safe
5.62,187.06,48.8,Safe
6.29,237.35,41.87,Safe
6.69,34.88,37.71,Safe
6,198.22,3.03,Safe
8.4,173.64,5.25,Safe
6.13,5.06,44.28,Safe
6.62,199.88,20.75,Safe
7.98,77.92,9.63,Safe
6.11,173.83,22.52,Safe
7.11,139.48,27.24,Safe
6.88,87.67,17.72,Safe
7.43,141.08,49.58,Safe
8.17,86.71,47.85,Safe
7.06,178.7,48.88,Safe
5.57,196.37,31.44,Safe
8.09,115.13,0.44,Safe
8.21,188.52,1.57,Safe
7.98,207.35,44.6,Safe
6.43,18.31,23.87,Safe
7.67,20.03,21.12,Safe
5.98,126.59,44.28,Safe
8.22,23.12,24.18,Safe
6.48,174.01,13.75,Safe
5.89,182.94,48.85,Safe
7.42,40.9,14.57,Safe
7.35,179.3,46.94,Safe
8.03,151.66,40.1,Safe
7.73,67.27,19.72,Safe
8.2,197.07,37.5,Safe
7.98,230.22,15.01,Safe
8.02,19.34,14.09,Safe
8.06,47.56,9.1,Safe
6.73,67.22,43.2,Safe
8.22,78.76,17.54,Safe
7.95,114.08,20.72,Safe
8.29,92.07,38.29,Safe
5.86,163.62,47.02,Safe
6.11,132.66,38.72,Safe
5.75,113.51,33.34,Safe
5.89,180.76,9.29,Safe
8.03,74.14,43.31,Safe
7.34,245.43,43.69,Safe
8,227.8,23.83,Safe
6.68,148.14,45.16,Safe
7.72,235.96,21.02,Safe
7.48,54.33,28.87,Safe
6.97,178.85,3.9,Safe
6.81,50.86,45.82,Safe
6.8,198.8,34.21,Safe
6.04,184.01,30.51,Safe
5.78,68.7,37.98,Safe
7.29,30.66,24.22,Safe
6.72,104.14,44,Safe
5.95,167,3.08,Safe
7.29,51.32,29.76,Safe
7.12,64.13,21.21,Safe
5.71,7,3.36,Safe
7.88,161.36,34.45,Safe
8.12,88.26,26.12,Safe
8.21,22.6,13.85,Safe
6.54,204.84,45.78,Safe
6.49,76.86,2.29,Safe
6.87,120.83,36.01,Safe
7.81,4.59,0.38,Safe
7.33,109.81,21.02,Safe
8.46,154.98,48.13,Safe
7.18,164.22,49.22,Safe
5.63,210.44,46.05,Safe
8.43,76.03,43.07,Safe
7.51,149,30.37,Safe
6.63,211.19,36.41,Safe
5.69,122.63,32.44,Safe
5.82,192.44,0.21,Safe
7.76,218.56,18.49,Safe
7.92,133.06,35,Safe
8.08,227.94,27.98,Safe
5.64,122.54,42.41,Safe
5.64,29.79,39.97,Safe
8.15,152.83,31.41,Safe
6.8,153.38,34.86,Safe
8.1,154.65,34.84,Safe
7.36,177.75,44.96,Safe
5.54,239.18,44.6,Safe
6.86,78.68,36.31,Safe
7.98,198.1,19.48,Safe
5.57,232.62,46.02,Safe
6.16,46.28,24.13,Safe
5.89,160,1.78,Safe
6.53,127.69,24.12,Safe
8.28,190.47,49.23,Safe
6.18,10.99,26.54,Safe
7.44,213.82,41.47,Safe
7.8,188.49,31.89,Safe
7.67,158.64,43.28,Safe
6.66,22.58,19.87,Safe
7.49,236.74,45.66,Safe
5.63,27.75,36.01,Safe
6.95,226.46,31.61,Safe
5.6,235.5,40.81,Safe
6.88,36.81,7.62,Safe
8.3,39.71,23.44,Safe
7.49,225.86,40.52,Safe
7.14,225,37.01,Safe
6.63,147.44,13.37,Safe
8.46,166.22,24.18,Safe
8.05,163.93,45.04,Safe
8.44,177.18,30.48,Safe
6.71,170.47,31.57,Safe
7.65,232.52,15.77,Safe
5.87,93.42,45.09,Safe
6.24,40.22,31.73,Safe
7.64,170.29,26.15,Safe
6.94,141.68,38.26,Safe
7.65,167.13,8.02,Safe
7.17,6.92,32.34,Safe
6.21,191.84,28.01,Safe
6.51,65.78,14.23,Safe
7.38,126.27,0.73,Safe
5.53,137.62,40.86,Safe
5.78,108.43,22.94,Safe
7.1,205.22,24.59,Safe
5.9,143.87,43.19,Safe
7.08,84.29,7.54,Safe
6.44,174.08,41.78,Safe
6.76,111.14,27.86,Safe
6.49,212.56,49.3,Safe
6.27,92,28.91,Safe
7.77,99.88,14.51,Safe
6.8,208.21,18.96,Safe
5.83,155.83,12.26,Safe
6.4,200.79,12.32,Safe
8.21,197.89,33.93,Safe
6.29,92.67,1.69,Safe
6.62,98.79,16.42,Safe
5.56,197.18,33.47,Safe
6.32,71.76,29.75,Safe
5.74,155.41,43.23,Safe
5.75,82.66,41.31,Safe
7.53,42.6,43.33,Safe
7.81,119.92,6.4,Safe
6.24,80.2,3.38,Safe
6.91,228.9,17.16,Safe
5.72,60.91,41.08,Safe
6.27,210.58,7.16,Safe
8.12,167.64,8.24,Safe
7.95,19.15,14.91,Safe
5.77,178.86,12.65,Safe
6.22,16.51,9.7,Safe
7.32,189.21,19.41,Safe
8.37,60.44,38.56,Safe
7.93,237.53,5.44,Safe
6.73,105.86,32.17,Safe
8.27,96.48,1.34,Safe
7.62,86.47,5.32,Safe
7.82,107.53,2.85,Safe
7.06,117.48,13.16,Safe
7.62,99.26,39.16,Safe
8.12,75.94,28.98,Safe
8.31,179.59,12.73,Safe
7.02,242.04,4.8,Safe
5.56,85.81,27.45,Safe
7.5,250,19.14,Safe
6.37,187.34,4.3,Safe
6.45,124.74,23.25,Safe
7.39,245.57,45.79,Safe
6.74,115.69,7.21,Safe
5.73,88.96,26.68,Safe
8.32,152.5,22.78,Safe
8.23,82.91,36.39,Safe
7.2,106.81,42.94,Safe
6.13,194.66,4.58,Safe
5.79,92.05,18.62,Safe
7.6,53.07,18.83,Safe
7.22,150.28,48.06,Safe
6.92,43.19,27.18,Safe
6.3,127.42,16.41,Safe
5.77,150.58,16.23,Safe
8.15,152.49,12.02,Safe
6.64,13.53,36.44,Safe
5.79,83.85,25.85,Safe
5.69,111.88,47.65,Safe
6.87,136.07,13.69,Safe
8.21,153.89,20.71,Safe
8.36,176.81,2.05,Safe
6.4,107.41,31.82,Safe
6.05,100.67,22.98,Safe
6.05,192.8,31.32,Safe
7.66,79.27,41.62,Safe
7.73,130.03,19.92,Safe
7.82,113.62,14.7,Safe
6.9,42.9,2.4,Safe
5.77,224.86,18.13,Safe
7.81,34.38,2.39,Safe
6.61,126.27,46.47,Safe
6.91,47.24,34.5,Safe
8.31,70,3.78,Safe
5.99,182.7,10.67,Safe
6.74,4.53,39.53,Safe
7.92,12.72,38.17,Safe
7.83,195.72,38.34,Safe
8.43,210.26,41,Safe
5.64,121.64,42.22,Safe
7.45,233.06,0.87,Safe
8.11,0.37,42.91,Safe
5.9,18.05,49.74,Safe
7.79,166.75,42.37,Safe
8.09,27.57,27.37,Safe
6.66,93.1,33.36,Safe
7.59,199.47,29.23,Safe
8.4,133.08,33.71,Safe
7.38,47.04,48.76,Safe
7.3,205.49,3.65,Safe
8.13,141.1,17.09,Safe
8.45,166.04,17.03,Safe
7.84,88.49,10.08,Safe
7.32,7.15,9.54,Safe
5.74,108.53,10.06,Safe
6.75,15.4,23.34,Safe
6.94,180.32,26.9,Safe
7.23,54.92,37.16,Safe
6.62,134.42,44.64,Safe
7.52,147.09,44.53,Safe
7.69,96.48,23.67,Safe
7.09,133.71,7.26,Safe
7.28,63.12,39.76,Safe
6.93,35.14,10.5,Safe
6.56,37.19,14.34,Safe
5.66,174.49,2.86,Safe
6.56,231.09,49.46,Safe
6.02,34.74,5.86,Safe
6.54,26.46,7.7,Safe
7.65,241.83,26.66,Safe
8.27,207.95,16.56,Safe
7.71,215.98,21.02,Safe
7.29,170.9,12.78,Safe
8.35,178.27,8.35,Safe
6.19,139.73,43.98,Safe
6.16,107.84,46.93,Safe
7.44,179.99,42.76,Safe
8.15,133.54,15.17,Safe
8.14,135.42,21.29,Safe
7.3,79.93,46.63,Safe
6.14,95.39,6.43,Safe
8.02,28.76,33.11,Safe
6.02,220.84,7.28,Safe
8.19,186.64,28.9,Safe
7.63,116.33,28.6,Safe
7.74,102.61,28.98,Safe
7.59,77.99,14.53,Safe
7.59,184.41,46.9,Safe
7.27,160.43,21.97,Safe
6.05,23.92,10.14,Safe
5.69,208.24,27.38,Safe
6.68,129.51,30.2,Safe
6.7,161.29,18.65,Safe
7.87,92.22,27.67,Safe
6.12,221.83,25.36,Safe
8.34,57.72,25.2,Safe
5.85,89.16,45.07,Safe
7.32,238.83,18.84,Safe
6.95,184.49,49.43,Safe
5.88,246.6,12.36,Safe
8.08,9.03,48.32,Safe
7.5,190.47,3.77,Safe
6.41,214.53,35.63,Safe
5.91,211.59,48.03,Safe
6.43,218.4,18.03,Safe
7.71,24.8,14.71,Safe
6.15,122.13,32.22,Safe
7.18,182.05,49.29,Safe
6.54,53.19,36.61,Safe
7.22,159.99,32.79,Safe
8.48,214.37,36.95,Safe
5.81,216.18,9.91,Safe
7.34,224.6,6.62,Safe
7.67,23.23,23.68,Safe
6.64,35.58,20.15,Safe
7.76,240.95,29.58,Safe
6.71,80.06,30.51,Safe
5.53,117.91,24.54,Safe
6.3,87.98,31.93,Safe
7.48,243.67,4.18,Safe
5.65,145.57,9.67,Safe
6.8,80.97,2.73,Safe
5.76,0.69,40.69,Safe
7.5,116.71,29.54,Safe
7.27,32.81,11.22,Safe
6.88,223.54,13.14,Safe
8.44,158.24,42.74,Safe
7.02,71.77,35.54,Safe
6.35,153.67,40.47,Safe
8.01,2.17,41.63,Safe
7.17,62.45,32.78,Safe
6.4,96.79,7.88,Safe
6.85,177.33,3.83,Safe
6.58,51.28,49.66,Safe
7.94,156.84,40.36,Safe
6.38,97.28,14.13,Safe
8.25,55.93,22.38,Safe
8.02,11.56,17.66,Safe
7.17,154.42,37.64,Safe
6.92,7.7,43.14,Safe
7.37,86.2,2.56,Safe
7.77,24.47,11.84,Safe
6.2,195.15,18.03,Safe
7.18,62.05,39.79,Safe
6.56,20.68,25.59,Safe
8.29,215.58,38.63,Safe
7.08,25.71,1.9,Safe
7.71,40.14,35.83,Safe
6.77,83.48,36.84,Safe
7.7,67.35,31.29,Safe
6.16,46.57,17.33,Safe
8.49,30.15,6.84,Safe
7.86,214.12,21.57,Safe
6.44,140.9,7.62,Safe
6.82,214.08,43.86,Safe
5.79,130.71,39.79,Safe
7.96,208.02,2.27,Safe
6.8,110.66,15.96,Safe
7,56.93,48.71,Safe
5.92,210.68,9,Safe
5.54,41.76,22.63,Safe
6.72,170.89,36.57,Safe
8.07,246.11,11.87,Safe
8.28,159.94,9.5,Safe
7.16,146.03,29.52,Safe
7.78,95.01,26.75,Safe
8.4,126.07,4.61,Safe
6.76,124.43,19.42,Safe
7.02,198.88,26.49,Safe
7.43,229.69,39.36,Safe
5.53,29.85,14.66,Safe
7.87,6.65,5,Safe
5.72,76.54,45.08,Safe
6.19,211.96,29.07,Safe
6.02,168.39,39.44,Safe
6,194.55,13.48,Safe
6.11,12.02,28.03,Safe
7.65,23.92,21.58,Safe
5.55,132.73,14.16,Safe
7.8,55.76,32.83,Safe
5.57,235.62,46.77,Safe
7.49,207.32,18.09,Safe
5.98,169.6,37.07,Safe
7.26,234.73,18.65,Safe
7.23,192.38,30.28,Safe
8.44,185.3,12.57,Safe
6.8,216.17,33.13,Safe
7.5,85.24,16.6,Safe
5.77,23.96,45.85,Safe
7.69,16.57,44.52,Safe
6.8,192.92,20.64,Safe
5.62,193.19,37.27,Safe
6.86,147.42,18.33,Safe
7.45,151.76,17.19,Safe
7.29,219.71,12.45,Safe
7.59,247.48,2.62,Safe
5.66,57.95,47.12,Safe
5.6,16.55,35,Safe
7.51,34.08,31.33,Safe
6.48,150.6,32.62,Safe
8.34,122.97,15.53,Safe
7.63,189.72,14.79,Safe
5.79,170.25,22.8,Safe
7.54,63.01,49.58,Safe
6.94,216.73,30.47,Safe
8.44,55.62,6.53,Safe
8.37,5.18,3.8,Safe
7.5,6.6,7.88,Safe
6,216.5,0.66,Safe
7.94,194.76,26.63,Safe
5.62,246.91,10.75,Safe
6.36,8.04,46.84,Safe
5.73,203.13,2.44,Safe
6.01,237.71,3.91,Safe
7.32,166.43,4.04,Safe
7.66,53.73,1.18,Safe
5.98,24.14,22.27,Safe
6.17,26.38,44.95,Safe
8.38,152.85,17.09,Safe
7.92,16.09,8.33,Safe
7.47,238.07,18.2,Safe
6.27,190.62,22.46,Safe
7.88,208.1,20.99,Safe
7.85,14.06,35.83,Safe
6.45,10.74,24.56,Safe
7.46,16.61,30.95,Safe
6.23,234.5,29.34,Safe
7.52,64.03,1.84,Safe
6.92,106.27,26.78,Safe
5.9,1.97,8.56,Safe
6.03,171.92,21.45,Safe
6.97,228.79,44.34,Safe
7.81,164.33,48.27,Safe
7.48,179.37,8.16,Safe
5.79,134.3,31.34,Safe
6.29,89.57,2.41,Safe
6.19,95.44,40.57,Safe
8.02,55.49,45.04,Safe
8.1,36.49,42.77,Safe
6.06,29.5,27.75,Safe
7.24,191.17,17.92,Safe
8.45,100.53,8.39,Safe
5.95,29.07,24.33,Safe
6.13,71.26,48.23,Safe
7.57,141.26,35.21,Safe
7.15,25.83,31.71,Safe
6.88,207.88,26.48,Safe
5.69,33.9,27.75,Safe
7.39,81.79,6.19,Safe
7.34,207.21,37.92,Safe
6.72,192.33,46.66,Safe
8.31,185.78,2.12,Safe
5.75,54.2,17.22,Safe
8.17,190.1,27.45,Safe
7.8,11.07,16.68,Safe
7.2,214.46,37.74,Safe
7.05,71.5,26.43,Safe
6.26,31.15,5,Safe
7.84,35.98,21.53,Safe
8.02,164.24,47.59,Safe
7.49,8.17,12.54,Safe
7.2,110.9,24.11,Safe
5.68,8.76,40.78,Safe
5.96,154.94,33.24,Safe
6.77,129.09,43.52,Safe
8.4,13.89,22.97,Safe
8.29,144.51,18.8,Safe
8.4,217.28,18.41,Safe
5.84,47.39,1.5,Safe
8.01,232.19,3.78,Safe
8.42,44.85,18.99,Safe
8.04,90.94,14.12,Safe
7.99,125.83,32.67,Safe
6.91,10.91,32.11,Safe
6.12,201.86,11.58,Safe
7.86,124.13,28.05,Safe
6.21,13.9,33.71,Safe
7.92,203.62,6.7,Safe
5.72,38.19,23.02,Safe
5.98,218.07,6.42,Safe
7.45,67.27,23.14,Safe
6.04,162.92,48.44,Safe
5.86,67.35,49.05,Safe
7.4,179.18,34.77,Safe
7.72,130.62,28.78,Safe
6.53,17.08,33.31,Safe
7.7,197.1,5.3,Safe
5.97,45.64,30.66,Safe
7.11,237.24,15.88,Safe
7.9,194.02,25.8,Safe
6.33,18.96,38.11,Safe
7.95,234.16,41.3,Safe
7.6,102.7,9.94,Safe
8.39,183.68,35.01,Safe
7.35,213.38,9.26,Safe
7.35,31.16,47.54,Safe
7.03,220.78,48.41,Safe
6.62,50.24,38.35,Safe
6.93,197.43,32.86,Safe
7.26,30.72,36.21,Safe
5.89,36.78,37.7,Safe
8.21,161.58,1.26,Safe
6.84,116.57,31.42,Safe
7.74,156.29,39.71,Safe
7.71,74.51,37.38,Safe
7.55,55.93,6.62,Safe
7.31,242.02,44.98,Safe
5.62,131.15,16.16,Safe
6.24,132.63,21.52,Safe
7.45,2.98,25.88,Safe
6.66,70.88,25.31,Safe
6.57,62.85,11.78,Safe
8.25,166.62,18.52,Safe
7.91,31.35,40.81,Safe
8.31,223.75,20,Safe
7.4,243.19,17.48,Safe
7.44,230.79,49.61,Safe
6.46,22.27,5.69,Safe
6.04,227.95,30.38,Safe
5.93,228.95,31.38,Safe
5.99,170.4,35.23,Safe
7.55,116.47,48.17,Safe
7.42,53.36,42.22,Safe
6.11,152.54,34.56,Safe
7.15,5.06,12.1,Safe
7.39,11.78,43.21,Safe
5.94,207.57,48.59,Safe
6.56,167.38,27.96,Safe
6.21,194.73,26.26,Safe
7.25,7.19,13.25,Safe
5.82,92.37,4.53,Safe
7.02,81.99,18.44,Safe
8,25.6,1.22,Safe
7.09,31.51,7.96,Safe
7.19,129.02,42.19,Safe
7.87,139.63,35.37,Safe
5.73,3.36,26.71,Safe
6.97,142.26,8.72,Safe
7.54,4.49,33.74,Safe
7.96,214.33,38.07,Safe
5.65,83.64,44.92,Safe
6.52,38.95,2.06,Safe
6.75,30.19,6.38,Safe
7.93,79.67,1.08,Safe
8.38,195.24,1.63,Safe
6.57,175.99,9.34,Safe
8.1,59.37,0.96,Safe
6.78,197.71,19.2,Safe
7.41,178.62,14.45,Safe
5.65,96.14,27.94,Safe
7.69,155.94,37.36,Safe
7.75,2.25,40.46,Safe
8.42,14.9,46.36,Safe
5.81,144.81,49.56,Safe
6.67,102.67,27.36,Safe
5.88,219.81,23.69,Safe
7.04,113.38,45.63,Safe
7.69,136.94,27.19,Safe
8.12,33.83,34.49,Safe
8.5,94.3,17.23,Signs of Water Pollution
7.7,147.27,10.28,Safe
6.3,198.91,6.49,Safe
5.99,73.04,38.43,Safe
5.73,103.78,34.27,Safe
7.28,200.41,21.05,Safe
6.61,186.06,44.4,Safe
8.03,140.36,39.24,Safe
6.11,247.49,33.04,Safe
5.92,123.2,43.27,Safe
7.38,224.46,19.51,Safe
5.89,237.85,19.46,Safe
5.52,102.86,14.89,Safe
7.1,182.8,20.3,Safe
8.01,237.35,5.19,Safe
7.77,245.5,48.87,Safe
7.26,47.3,8.59,Safe
5.84,234.37,28.88,Safe
8.07,242.92,9.44,Safe
7.95,1.64,38.95,Safe
5.69,133.62,5.04,Safe
8.08,184.75,23.59,Safe
7.53,36.27,34.75,Safe
5.91,235.48,48.7,Safe
6.17,178.99,28.17,Safe
7.06,45.11,34,Safe
6.29,47.5,32.5,Safe
8.25,64.68,25.25,Safe
7.09,203.92,14.13,Safe
6.98,178.01,2.19,Safe
6.38,143.28,0.75,Safe
7.08,85.35,11.54,Safe
6.54,162.64,32.94,Safe
6.2,246.99,40.31,Safe
7.92,163.22,42.16,Safe
7.69,119.59,12.55,Safe
7.99,145.22,16.88,Safe
8.27,163.68,33.57,Safe
5.85,79.32,16.71,Safe
6.13,179.3,34.19,Safe
6.1,86.61,15.16,Safe
7.79,32.02,28.25,Safe
5.65,169.18,32.17,Safe
7.81,16.71,14.02,Safe
8.22,207.23,38.76,Safe
7.76,152.32,8.14,Safe
6.58,167.06,26.39,Safe
7.08,198.59,32.49,Safe
7.75,120.1,40.27,Safe
6,46.92,21.12,Safe
6.99,241.99,27.79,Safe
5.56,94.46,2.25,Safe
5.76,58.18,48.61,Safe
5.52,54.55,31.1,Safe
6.1,23.85,39.43,Safe
